"Nível","Cód.","Unidade da Federação","População Residente - 2019"
"MU","4209102","Joinville (SC)","590466"
"MU","4209151","José Boiteux (SC)","4997"
"MU","4209177","Jupiá (SC)","2101"
"MU","4209201","Lacerdópolis (SC)","2246"
"MU","4209300","Lages (SC)","157544"
"MU","4209409","Laguna (SC)","45814"
"MU","4209458","Lajeado Grande (SC)","1427"
"MU","4209508","Laurentino (SC)","6970"
"MU","4209607","Lauro Müller (SC)","15244"
"MU","4209706","Lebon Régis (SC)","12107"
"MU","4209805","Leoberto Leal (SC)","3041"
"MU","4209854","Lindóia do Sul (SC)","4563"
"MU","4209904","Lontras (SC)","12130"
"MU","4210001","Luiz Alves (SC)","12859"
"MU","4210035","Luzerna (SC)","5685"
"MU","4210050","Macieira (SC)","1775"
"MU","4210100","Mafra (SC)","56292"
"MU","4210209","Major Gercino (SC)","3442"
"MU","4210308","Major Vieira (SC)","8103"
"MU","4210407","Maracajá (SC)","7293"
"MU","4210506","Maravilha (SC)","25762"
"MU","4210555","Marema (SC)","1797"
"MU","4210605","Massaranduba (SC)","16916"
"MU","4210704","Matos Costa (SC)","2520"
"MU","4210803","Meleiro (SC)","7015"
"MU","4210852","Mirim Doce (SC)","2309"
"MU","4210902","Modelo (SC)","4209"
"MU","4211009","Mondaí (SC)","11742"
"MU","4211058","Monte Carlo (SC)","9866"
"MU","4211108","Monte Castelo (SC)","8275"
"MU","4211207","Morro da Fumaça (SC)","17796"
"MU","4211256","Morro Grande (SC)","2893"
"MU","4211306","Navegantes (SC)","81475"
"MU","4211405","Nova Erechim (SC)","5019"
"MU","4211454","Nova Itaberaba (SC)","4331"
"MU","4211504","Nova Trento (SC)","14549"
"MU","4211603","Nova Veneza (SC)","15166"
"MU","4211652","Novo Horizonte (SC)","2442"
"MU","4211702","Orleans (SC)","22912"
"MU","4211751","Otacílio Costa (SC)","18744"
"MU","4211801","Ouro (SC)","7295"
"MU","4211850","Ouro Verde (SC)","2217"
"MU","4211876","Paial (SC)","1505"
"MU","4211892","Painel (SC)","2359"
"MU","4211900","Palhoça (SC)","171797"
"MU","4212007","Palma Sola (SC)","7423"
"MU","4212056","Palmeira (SC)","2627"
"MU","4212106","Palmitos (SC)","16169"
"MU","4212205","Papanduva (SC)","19320"
"MU","4212239","Paraíso (SC)","3437"
"MU","4212254","Passo de Torres (SC)","8823"
"MU","4212270","Passos Maia (SC)","4147"
"MU","4212304","Paulo Lopes (SC)","7494"
"MU","4212403","Pedras Grandes (SC)","3976"
"MU","4212502","Penha (SC)","32531"
"MU","4212601","Peritiba (SC)","2787"
"MU","4212650","Pescaria Brava (SC)","10091"
"MU","4212700","Petrolândia (SC)","5937"
"MU","4212809","Balneário Piçarras (SC)","23147"
"MU","4212908","Pinhalzinho (SC)","20313"
"MU","4213005","Pinheiro Preto (SC)","3555"
"MU","4213104","Piratuba (SC)","3854"
"MU","4213153","Planalto Alegre (SC)","2870"
"MU","4213203","Pomerode (SC)","33447"
"MU","4213302","Ponte Alta (SC)","4682"
"MU","4213351","Ponte Alta do Norte (SC)","3414"
"MU","4213401","Ponte Serrada (SC)","11593"
"MU","4213500","Porto Belo (SC)","21388"
"MU","4213609","Porto União (SC)","35398"
"MU","4213708","Pouso Redondo (SC)","17453"
"MU","4213807","Praia Grande (SC)","7319"
"MU","4213906","Presidente Castello Branco (SC)","1568"
"MU","4214003","Presidente Getúlio (SC)","17471"
"MU","4214102","Presidente Nereu (SC)","2287"
"MU","4214151","Princesa (SC)","2924"
"MU","4214201","Quilombo (SC)","9887"
"MU","4214300","Rancho Queimado (SC)","2878"
"MU","4214409","Rio das Antas (SC)","6205"
"MU","4214508","Rio do Campo (SC)","5940"
"MU","4214607","Rio do Oeste (SC)","7489"
"MU","4214706","Rio dos Cedros (SC)","11676"
"MU","4214805","Rio do Sul (SC)","71061"
"MU","4214904","Rio Fortuna (SC)","4611"
"MU","4215000","Rio Negrinho (SC)","42302"
"MU","4215059","Rio Rufino (SC)","2483"
"MU","4215075","Riqueza (SC)","4598"
"MU","4215109","Rodeio (SC)","11551"
"MU","4215208","Romelândia (SC)","4786"
"MU","4215307","Salete (SC)","7642"
"MU","4215356","Saltinho (SC)","3781"
"MU","4215406","Salto Veloso (SC)","4718"
"MU","4215455","Sangão (SC)","12678"
"MU","4215505","Santa Cecília (SC)","16830"
"MU","4215554","Santa Helena (SC)","2223"
"MU","4215604","Santa Rosa de Lima (SC)","2142"
"MU","4215653","Santa Rosa do Sul (SC)","8358"
"MU","4215679","Santa Terezinha (SC)","8787"
"MU","4215687","Santa Terezinha do Progresso (SC)","2428"
"MU","4215695","Santiago do Sul (SC)","1260"
"MU","4215703","Santo Amaro da Imperatriz (SC)","23245"
"MU","4215752","São Bernardino (SC)","2336"
"MU","4215802","São Bento do Sul (SC)","84507"
"MU","4215901","São Bonifácio (SC)","2838"
"MU","4216008","São Carlos (SC)","11281"
"MU","4216057","São Cristóvão do Sul (SC)","5549"
"MU","4216107","São Domingos (SC)","9445"
"MU","4216206","São Francisco do Sul (SC)","52721"
"MU","4216255","São João do Oeste (SC)","6381"
"MU","4216305","São João Batista (SC)","37424"
"MU","4216354","São João do Itaperiú (SC)","3733"
"MU","4216404","São João do Sul (SC)","7297"
"MU","4216503","São Joaquim (SC)","26952"
"MU","4216602","São José (SC)","246586"
"MU","4216701","São José do Cedro (SC)","13829"
"MU","4216800","São José do Cerrito (SC)","8295"
"MU","4216909","São Lourenço do Oeste (SC)","24076"
"MU","4217006","São Ludgero (SC)","13410"
"MU","4217105","São Martinho (SC)","3180"
"MU","4217154","São Miguel da Boa Vista (SC)","1820"
"MU","4217204","São Miguel do Oeste (SC)","40482"
"MU","4217253","São Pedro de Alcântara (SC)","5823"
"MU","4217303","Saudades (SC)","9745"
"MU","4217402","Schroeder (SC)","21365"
"MU","4217501","Seara (SC)","17541"
"MU","4217550","Serra Alta (SC)","3263"
"MU","4217600","Siderópolis (SC)","14007"
"MU","4217709","Sombrio (SC)","30374"
"MU","4217758","Sul Brasil (SC)","2461"
"MU","4217808","Taió (SC)","18395"
"MU","4217907","Tangará (SC)","8676"
"MU","4217956","Tigrinhos (SC)","1633"
"MU","4218004","Tijucas (SC)","38407"
"MU","4218103","Timbé do Sul (SC)","5348"
"MU","4218202","Timbó (SC)","44238"
"MU","4218251","Timbó Grande (SC)","7877"
"MU","4218301","Três Barras (SC)","19275"
"MU","4218350","Treviso (SC)","3929"
"MU","4218400","Treze de Maio (SC)","7081"
"MU","4218509","Treze Tílias (SC)","7840"
"MU","4218608","Trombudo Central (SC)","7360"
"MU","4218707","Tubarão (SC)","105686"
"MU","4218756","Tunápolis (SC)","4543"
"MU","4218806","Turvo (SC)","12899"
"MU","4218855","União do Oeste (SC)","2464"
"MU","4218905","Urubici (SC)","11235"
"MU","4218954","Urupema (SC)","2465"
"MU","4219002","Urussanga (SC)","21268"
"MU","4219101","Vargeão (SC)","3573"
"MU","4219150","Vargem (SC)","2477"
"MU","4219176","Vargem Bonita (SC)","4492"
"MU","4219200","Vidal Ramos (SC)","6338"
"MU","4219309","Videira (SC)","53065"
"MU","4219358","Vitor Meireles (SC)","4979"
"MU","4219408","Witmarsum (SC)","3965"
"MU","4219507","Xanxerê (SC)","50982"
"MU","4219606","Xavantina (SC)","3933"
"MU","4219705","Xaxim (SC)","28706"
"MU","4219853","Zortéa (SC)","3363"
"MU","4220000","Balneário Rincão (SC)","12760"
"MU","4300034","Aceguá (RS)","4901"
"MU","4300059","Água Santa (RS)","3748"
"MU","4300109","Agudo (RS)","16461"
"MU","4300208","Ajuricaba (RS)","7024"
"MU","4300307","Alecrim (RS)","5950"
"MU","4300406","Alegrete (RS)","73589"
"MU","4300455","Alegria (RS)","3464"
"MU","4300471","Almirante Tamandaré do Sul (RS)","1964"
"MU","4300505","Alpestre (RS)","6258"
"MU","4300554","Alto Alegre (RS)","1638"
"MU","4300570","Alto Feliz (RS)","3028"
"MU","4300604","Alvorada (RS)","210305"
"MU","4300638","Amaral Ferrador (RS)","7031"
"MU","4300646","Ametista do Sul (RS)","7409"
"MU","4300661","André da Rocha (RS)","1333"
"MU","4300703","Anta Gorda (RS)","5981"
"MU","4300802","Antônio Prado (RS)","13050"
"MU","4300851","Arambaré (RS)","3581"
"MU","4300877","Araricá (RS)","5698"
"MU","4300901","Aratiba (RS)","6235"
"MU","4301008","Arroio do Meio (RS)","20805"
"MU","4301057","Arroio do Sal (RS)","10065"
"MU","4301073","Arroio do Padre (RS)","2937"
"MU","4301107","Arroio dos Ratos (RS)","14151"
"MU","4301206","Arroio do Tigre (RS)","13373"
"MU","4301305","Arroio Grande (RS)","18293"
"MU","4301404","Arvorezinha (RS)","10424"
"MU","4301503","Augusto Pestana (RS)","6661"
"MU","4301552","Áurea (RS)","3554"
"MU","4301602","Bagé (RS)","121143"
"MU","4301636","Balneário Pinhal (RS)","14068"
"MU","4301651","Barão (RS)","6171"
"MU","4301701","Barão de Cotegipe (RS)","6623"
"MU","4301750","Barão do Triunfo (RS)","7487"
"MU","4301800","Barracão (RS)","5275"
"MU","4301859","Barra do Guarita (RS)","3248"
"MU","4301875","Barra do Quaraí (RS)","4215"
"MU","4301909","Barra do Ribeiro (RS)","13491"
"MU","4301925","Barra do Rio Azul (RS)","1690"
"MU","4301958","Barra Funda (RS)","2539"
"MU","4302006","Barros Cassal (RS)","11199"
"MU","4302055","Benjamin Constant do Sul (RS)","1994"
"MU","4302105","Bento Gonçalves (RS)","120454"
"MU","4302154","Boa Vista das Missões (RS)","2098"
"MU","4302204","Boa Vista do Buricá (RS)","6712"
"MU","4302220","Boa Vista do Cadeado (RS)","2470"
"MU","4302238","Boa Vista do Incra (RS)","2603"
"MU","4302253","Boa Vista do Sul (RS)","2783"
"MU","4302303","Bom Jesus (RS)","11349"
"MU","4302352","Bom Princípio (RS)","14055"
"MU","4302378","Bom Progresso (RS)","1942"
"MU","4302402","Bom Retiro do Sul (RS)","12328"
"MU","4302451","Boqueirão do Leão (RS)","7714"
"MU","4302501","Bossoroca (RS)","6279"
"MU","4302584","Bozano (RS)","2123"
"MU","4302600","Braga (RS)","3353"
"MU","4302659","Brochier (RS)","5074"
"MU","4302709","Butiá (RS)","20941"
"MU","4302808","Caçapava do Sul (RS)","33624"
"MU","4302907","Cacequi (RS)","12561"
"MU","4303004","Cachoeira do Sul (RS)","82201"
"MU","4303103","Cachoeirinha (RS)","130293"
"MU","4303202","Cacique Doble (RS)","5065"
"MU","4303301","Caibaté (RS)","4846"
"MU","4303400","Caiçara (RS)","4743"
"MU","4303509","Camaquã (RS)","66261"
"MU","4303558","Camargo (RS)","2733"
"MU","4303608","Cambará do Sul (RS)","6431"
"MU","4303673","Campestre da Serra (RS)","3388"
"MU","4303707","Campina das Missões (RS)","5474"
"MU","4303806","Campinas do Sul (RS)","5454"
"MU","4303905","Campo Bom (RS)","66712"
"MU","4304002","Campo Novo (RS)","4484"
"MU","4304101","Campos Borges (RS)","3320"
"MU","4304200","Candelária (RS)","31365"
"MU","4304309","Cândido Godói (RS)","6198"
"MU","4304358","Candiota (RS)","9584"
"MU","4304408","Canela (RS)","44998"
"MU","4304507","Canguçu (RS)","56045"
"MU","4304606","Canoas (RS)","346616"
"MU","4304614","Canudos do Vale (RS)","1716"
"MU","4304622","Capão Bonito do Sul (RS)","1654"
"MU","4304630","Capão da Canoa (RS)","53049"
"MU","4304655","Capão do Cipó (RS)","3651"
"MU","4304663","Capão do Leão (RS)","25354"
"MU","4304671","Capivari do Sul (RS)","4660"
"MU","4304689","Capela de Santana (RS)","11940"
"MU","4304697","Capitão (RS)","2757"
"MU","4304705","Carazinho (RS)","62110"
"MU","4304713","Caraá (RS)","8270"
"MU","4304804","Carlos Barbosa (RS)","29833"
"MU","4304853","Carlos Gomes (RS)","1377"
"MU","4304903","Casca (RS)","9031"
"MU","4304952","Caseiros (RS)","3202"
"MU","4305009","Catuípe (RS)","8774"
"MU","4305108","Caxias do Sul (RS)","510906"
"MU","4305116","Centenário (RS)","2891"
"MU","4305124","Cerrito (RS)","6091"
"MU","4305132","Cerro Branco (RS)","4691"
"MU","4305157","Cerro Grande (RS)","2311"
"MU","4305173","Cerro Grande do Sul (RS)","12239"
"MU","4305207","Cerro Largo (RS)","14133"
"MU","4305306","Chapada (RS)","9269"
"MU","4305355","Charqueadas (RS)","40789"
"MU","4305371","Charrua (RS)","3279"
"MU","4305405","Chiapetta (RS)","3756"
"MU","4305439","Chuí (RS)","6704"
"MU","4305447","Chuvisca (RS)","5441"
"MU","4305454","Cidreira (RS)","16254"
"MU","4305504","Ciríaco (RS)","4747"
"MU","4305587","Colinas (RS)","2438"
"MU","4305603","Colorado (RS)","3175"
"MU","4305702","Condor (RS)","6753"
"MU","4305801","Constantina (RS)","9911"
"MU","4305835","Coqueiro Baixo (RS)","1501"
"MU","4305850","Coqueiros do Sul (RS)","2306"
"MU","4305871","Coronel Barros (RS)","2519"
"MU","4305900","Coronel Bicaco (RS)","7325"
"MU","4305934","Coronel Pilar (RS)","1628"
"MU","4305959","Cotiporã (RS)","3853"
"MU","4305975","Coxilha (RS)","2756"
"MU","4306007","Crissiumal (RS)","13448"
"MU","4306056","Cristal (RS)","8009"
"MU","4306072","Cristal do Sul (RS)","2847"
"MU","4306106","Cruz Alta (RS)","60299"
"MU","4306130","Cruzaltense (RS)","1833"
"MU","4306205","Cruzeiro do Sul (RS)","12348"
"MU","4306304","David Canabarro (RS)","4740"
"MU","4306320","Derrubadas (RS)","2805"
"MU","4306353","Dezesseis de Novembro (RS)","2427"
"MU","4306379","Dilermando de Aguiar (RS)","3014"
"MU","4306403","Dois Irmãos (RS)","32671"
"MU","4306429","Dois Irmãos das Missões (RS)","2026"
"MU","4306452","Dois Lajeados (RS)","3400"
"MU","4306502","Dom Feliciano (RS)","15414"
"MU","4306551","Dom Pedro de Alcântara (RS)","2534"
"MU","4306601","Dom Pedrito (RS)","38461"
"MU","4306700","Dona Francisca (RS)","3041"
"MU","4306734","Doutor Maurício Cardoso (RS)","4549"
"MU","4306759","Doutor Ricardo (RS)","1983"
"MU","4306767","Eldorado do Sul (RS)","41285"
"MU","4306809","Encantado (RS)","22706"
"MU","4306908","Encruzilhada do Sul (RS)","25877"
"MU","4306924","Engenho Velho (RS)","1034"
"MU","4306932","Entre-Ijuís (RS)","8475"
"MU","4306957","Entre Rios do Sul (RS)","2792"
"MU","4306973","Erebango (RS)","2991"
"MU","4307005","Erechim (RS)","105862"
"MU","4307054","Ernestina (RS)","3168"
"MU","4307104","Herval (RS)","6821"
"MU","4307203","Erval Grande (RS)","4859"
"MU","4307302","Erval Seco (RS)","6912"
"MU","4307401","Esmeralda (RS)","3282"
"MU","4307450","Esperança do Sul (RS)","2926"
"MU","4307500","Espumoso (RS)","15588"
"MU","4307559","Estação (RS)","5958"
"MU","4307609","Estância Velha (RS)","50022"
"MU","4307708","Esteio (RS)","83202"
"MU","4307807","Estrela (RS)","34116"
"MU","4307815","Estrela Velha (RS)","3655"
"MU","4307831","Eugênio de Castro (RS)","2396"
"MU","4307864","Fagundes Varela (RS)","2731"
"MU","4307906","Farroupilha (RS)","72331"
"MU","4308003","Faxinal do Soturno (RS)","6677"
"MU","4308052","Faxinalzinho (RS)","2315"
"MU","4308078","Fazenda Vilanova (RS)","4533"
"MU","4308102","Feliz (RS)","13547"
"MU","4308201","Flores da Cunha (RS)","30745"
"MU","4308250","Floriano Peixoto (RS)","1766"
"MU","4308300","Fontoura Xavier (RS)","10304"
"MU","4308409","Formigueiro (RS)","6664"
"MU","4308433","Forquetinha (RS)","2412"
"MU","4308458","Fortaleza dos Valos (RS)","4320"
"MU","4308508","Frederico Westphalen (RS)","31313"
"MU","4308607","Garibaldi (RS)","35070"
"MU","4308656","Garruchos (RS)","2924"
"MU","4308706","Gaurama (RS)","5534"
"MU","4308805","General Câmara (RS)","8385"
"MU","4308854","Gentil (RS)","1634"
"MU","4308904","Getúlio Vargas (RS)","16212"
"MU","4309001","Giruá (RS)","16004"
"MU","4309050","Glorinha (RS)","8098"
"MU","4309100","Gramado (RS)","36232"
"MU","4309126","Gramado dos Loureiros (RS)","2082"
"MU","4309159","Gramado Xavier (RS)","4325"
"MU","4309209","Gravataí (RS)","281519"
"MU","4309258","Guabiju (RS)","1503"
"MU","4309308","Guaíba (RS)","98143"
"MU","4309407","Guaporé (RS)","25727"
"MU","4309506","Guarani das Missões (RS)","7537"
"MU","4309555","Harmonia (RS)","4866"
"MU","4309571","Herveiras (RS)","3018"
"MU","4309605","Horizontina (RS)","19329"
"MU","4309654","Hulha Negra (RS)","6776"
"MU","4309704","Humaitá (RS)","4762"
"MU","4309753","Ibarama (RS)","4406"
"MU","4309803","Ibiaçá (RS)","4709"
"MU","4309902","Ibiraiaras (RS)","7262"
"MU","4309951","Ibirapuitã (RS)","4013"
"MU","4310009","Ibirubá (RS)","20350"
"MU","4310108","Igrejinha (RS)","36899"
"MU","4310207","Ijuí (RS)","83475"
"MU","4310306","Ilópolis (RS)","4078"
"MU","4310330","Imbé (RS)","22800"
"MU","4310363","Imigrante (RS)","3120"
"MU","4310405","Independência (RS)","6167"
"MU","4310413","Inhacorá (RS)","2226"
"MU","4310439","Ipê (RS)","6640"
"MU","4310462","Ipiranga do Sul (RS)","1889"
"MU","4310504","Iraí (RS)","7241"
"MU","4310538","Itaara (RS)","5499"
"MU","4310553","Itacurubi (RS)","3465"
"MU","4310579","Itapuca (RS)","2094"
"MU","4310603","Itaqui (RS)","37620"
"MU","4310652","Itati (RS)","2419"
"MU","4310702","Itatiba do Sul (RS)","3324"
"MU","4310751","Ivorá (RS)","1910"
"MU","4310801","Ivoti (RS)","24293"
"MU","4310850","Jaboticaba (RS)","3810"
"MU","4310876","Jacuizinho (RS)","2692"
"MU","4310900","Jacutinga (RS)","3561"
"MU","4311007","Jaguarão (RS)","26680"
"MU","4311106","Jaguari (RS)","10848"
"MU","4311122","Jaquirana (RS)","3716"
"MU","4311130","Jari (RS)","3503"
"MU","4311155","Jóia (RS)","8560"
"MU","4311205","Júlio de Castilhos (RS)","19293"
"MU","4311239","Lagoa Bonita do Sul (RS)","2903"
"MU","4311254","Lagoão (RS)","6452"
"MU","4311270","Lagoa dos Três Cantos (RS)","1609"
"MU","4311304","Lagoa Vermelha (RS)","27807"
"MU","4311403","Lajeado (RS)","84014"
"MU","4311429","Lajeado do Bugre (RS)","2564"
"MU","4311502","Lavras do Sul (RS)","7480"
"MU","4311601","Liberato Salzano (RS)","5219"
"MU","4311627","Lindolfo Collor (RS)","6054"
"MU","4311643","Linha Nova (RS)","1714"
"MU","4311700","Machadinho (RS)","5445"
"MU","4311718","Maçambará (RS)","4587"
"MU","4311734","Mampituba (RS)","2981"
"MU","4311759","Manoel Viana (RS)","7299"
"MU","4311775","Maquiné (RS)","6714"
"MU","4311791","Maratá (RS)","2691"
"MU","4311809","Marau (RS)","44161"
"MU","4311908","Marcelino Ramos (RS)","4402"
"MU","4311981","Mariana Pimentel (RS)","3885"
"MU","4312005","Mariano Moro (RS)","2031"
"MU","4312054","Marques de Souza (RS)","4009"
"MU","4312104","Mata (RS)","4823"
"MU","4312138","Mato Castelhano (RS)","2540"
"MU","4312153","Mato Leitão (RS)","4515"
"MU","4312179","Mato Queimado (RS)","1648"
"MU","4312203","Maximiliano de Almeida (RS)","4377"
"MU","4312252","Minas do Leão (RS)","8075"
"MU","4312302","Miraguaí (RS)","4925"
"MU","4312351","Montauri (RS)","1453"
"MU","4312377","Monte Alegre dos Campos (RS)","3226"
"MU","4312385","Monte Belo do Sul (RS)","2548"
"MU","4312401","Montenegro (RS)","65264"
"MU","4312427","Mormaço (RS)","3085"
"MU","4312443","Morrinhos do Sul (RS)","2949"
"MU","4312450","Morro Redondo (RS)","6568"
"MU","4312476","Morro Reuter (RS)","6407"
"MU","4312500","Mostardas (RS)","12804"
"MU","4312609","Muçum (RS)","4954"
"MU","4312617","Muitos Capões (RS)","3162"
"MU","4312625","Muliterno (RS)","1893"
"MU","4312658","Não-Me-Toque (RS)","17624"
"MU","4312674","Nicolau Vergueiro (RS)","1682"
"MU","4312708","Nonoai (RS)","11695"
"MU","4312757","Nova Alvorada (RS)","3625"
"MU","4312807","Nova Araçá (RS)","4759"
"MU","4312906","Nova Bassano (RS)","9916"
"MU","4312955","Nova Boa Vista (RS)","1775"
"MU","4313003","Nova Bréscia (RS)","3330"
"MU","4313011","Nova Candelária (RS)","2698"
"MU","4313037","Nova Esperança do Sul (RS)","5352"
"MU","4313060","Nova Hartz (RS)","21615"
"MU","4313086","Nova Pádua (RS)","2553"
"MU","4313102","Nova Palma (RS)","6512"
"MU","4313201","Nova Petrópolis (RS)","21353"
"MU","4313300","Nova Prata (RS)","27257"
"MU","4313334","Nova Ramada (RS)","2242"
"MU","4313359","Nova Roma do Sul (RS)","3689"
"MU","4313375","Nova Santa Rita (RS)","29300"
"MU","4313391","Novo Cabrais (RS)","4196"
"MU","4313409","Novo Hamburgo (RS)","246748"
"MU","4313425","Novo Machado (RS)","3323"
"MU","4313441","Novo Tiradentes (RS)","2211"
"MU","4313466","Novo Xingu (RS)","1719"
"MU","4313490","Novo Barreiro (RS)","4164"
"MU","4313508","Osório (RS)","45994"
"MU","4313607","Paim Filho (RS)","3828"
"MU","4313656","Palmares do Sul (RS)","11318"
"MU","4313706","Palmeira das Missões (RS)","33303"
"MU","4313805","Palmitinho (RS)","7057"
"MU","4313904","Panambi (RS)","43667"
"MU","4313953","Pantano Grande (RS)","9174"
"MU","4314001","Paraí (RS)","7657"
"MU","4314027","Paraíso do Sul (RS)","7611"
"MU","4314035","Pareci Novo (RS)","3837"
"MU","4314050","Parobé (RS)","58272"
"MU","4314068","Passa Sete (RS)","5702"
"MU","4314076","Passo do Sobrado (RS)","6535"
"MU","4314100","Passo Fundo (RS)","203275"
"MU","4314134","Paulo Bento (RS)","2293"
"MU","4314159","Paverama (RS)","8487"
"MU","4314175","Pedras Altas (RS)","1982"
"MU","4314209","Pedro Osório (RS)","7730"
"MU","4314308","Pejuçara (RS)","3874"
"MU","4314407","Pelotas (RS)","342405"
"MU","4314423","Picada Café (RS)","5742"
"MU","4314456","Pinhal (RS)","2579"
"MU","4314464","Pinhal da Serra (RS)","1941"
"MU","4314472","Pinhal Grande (RS)","4350"
"MU","4314498","Pinheirinho do Vale (RS)","4871"
"MU","4314506","Pinheiro Machado (RS)","12271"
"MU","4314548","Pinto Bandeira (RS)","3003"
"MU","4314555","Pirapó (RS)","2304"
"MU","4314605","Piratini (RS)","20663"
"MU","4314704","Planalto (RS)","10084"
"MU","4314753","Poço das Antas (RS)","2098"
"MU","4314779","Pontão (RS)","3904"
"MU","4314787","Ponte Preta (RS)","1547"
"MU","4314803","Portão (RS)","37079"
"MU","4314902","Porto Alegre (RS)","1483771"
"MU","4315008","Porto Lucena (RS)","4678"
"MU","4315057","Porto Mauá (RS)","2374"
"MU","4315073","Porto Vera Cruz (RS)","1360"
"MU","4315107","Porto Xavier (RS)","10246"
"MU","4315131","Pouso Novo (RS)","1639"
"MU","4315149","Presidente Lucena (RS)","2901"
"MU","4315156","Progresso (RS)","6244"
"MU","4315172","Protásio Alves (RS)","1947"
"MU","4315206","Putinga (RS)","3919"
"MU","4315305","Quaraí (RS)","22687"
"MU","4315313","Quatro Irmãos (RS)","1849"
"MU","4315321","Quevedos (RS)","2788"
"MU","4315354","Quinze de Novembro (RS)","3796"
"MU","4315404","Redentora (RS)","11549"
"MU","4315453","Relvado (RS)","2090"
"MU","4315503","Restinga Sêca (RS)","15789"
"MU","4315552","Rio dos Índios (RS)","2752"
"MU","4315602","Rio Grande (RS)","211005"
"MU","4315701","Rio Pardo (RS)","38275"
"MU","4315750","Riozinho (RS)","4653"
"MU","4315800","Roca Sales (RS)","11393"
"MU","4315909","Rodeio Bonito (RS)","5867"
"MU","4315958","Rolador (RS)","2323"
"MU","4316006","Rolante (RS)","21349"
"MU","4316105","Ronda Alta (RS)","10601"
"MU","4316204","Rondinha (RS)","5130"
"MU","4316303","Roque Gonzales (RS)","6847"
"MU","4316402","Rosário do Sul (RS)","39422"
"MU","4316428","Sagrada Família (RS)","2609"
"MU","4316436","Saldanha Marinho (RS)","2650"
"MU","4316451","Salto do Jacuí (RS)","12449"
"MU","4316477","Salvador das Missões (RS)","2733"
"MU","4316501","Salvador do Sul (RS)","7799"
"MU","4316600","Sananduva (RS)","16270"
"MU","4316709","Santa Bárbara do Sul (RS)","7994"
"MU","4316733","Santa Cecília do Sul (RS)","1639"
"MU","4316758","Santa Clara do Sul (RS)","6603"
"MU","4316808","Santa Cruz do Sul (RS)","130416"
"MU","4316907","Santa Maria (RS)","282123"
"MU","4316956","Santa Maria do Herval (RS)","6331"
"MU","4316972","Santa Margarida do Sul (RS)","2562"
"MU","4317004","Santana da Boa Vista (RS)","8098"
"MU","4317103","Sant'Ana do Livramento (RS)","77027"
"MU","4317202","Santa Rosa (RS)","73254"
"MU","4317251","Santa Tereza (RS)","1729"
"MU","4317301","Santa Vitória do Palmar (RS)","29676"
"MU","4317400","Santiago (RS)","49425"
"MU","4317509","Santo Ângelo (RS)","77593"
"MU","4317558","Santo Antônio do Palma (RS)","2128"
"MU","4317608","Santo Antônio da Patrulha (RS)","42894"
"MU","4317707","Santo Antônio das Missões (RS)","10175"
"MU","4317756","Santo Antônio do Planalto (RS)","2019"
"MU","4317806","Santo Augusto (RS)","13885"
"MU","4317905","Santo Cristo (RS)","14257"
"MU","4317954","Santo Expedito do Sul (RS)","2324"
"MU","4318002","São Borja (RS)","60282"
"MU","4318051","São Domingos do Sul (RS)","3074"
"MU","4318101","São Francisco de Assis (RS)","18335"
"MU","4318200","São Francisco de Paula (RS)","21710"
"MU","4318309","São Gabriel (RS)","62105"
"MU","4318408","São Jerônimo (RS)","24248"
"MU","4318424","São João da Urtiga (RS)","4657"
"MU","4318432","São João do Polêsine (RS)","2552"
"MU","4318440","São Jorge (RS)","2824"
"MU","4318457","São José das Missões (RS)","2537"
"MU","4318465","São José do Herval (RS)","1971"
"MU","4318481","São José do Hortêncio (RS)","4804"
"MU","4318499","São José do Inhacorá (RS)","2073"
"MU","4318507","São José do Norte (RS)","27568"
"MU","4318606","São José do Ouro (RS)","6933"
"MU","4318614","São José do Sul (RS)","2408"
"MU","4318622","São José dos Ausentes (RS)","3527"
"MU","4318705","São Leopoldo (RS)","236835"
"MU","4318804","São Lourenço do Sul (RS)","43582"
"MU","4318903","São Luiz Gonzaga (RS)","33468"
"MU","4319000","São Marcos (RS)","21556"
"MU","4319109","São Martinho (RS)","5426"
"MU","4319125","São Martinho da Serra (RS)","3234"
"MU","4319158","São Miguel das Missões (RS)","7673"
"MU","4319208","São Nicolau (RS)","5265"
"MU","4319307","São Paulo das Missões (RS)","5790"
"MU","4319356","São Pedro da Serra (RS)","3801"
"MU","4319364","São Pedro das Missões (RS)","2009"
"MU","4319372","São Pedro do Butiá (RS)","2947"
"MU","4319406","São Pedro do Sul (RS)","16198"
"MU","4319505","São Sebastião do Caí (RS)","25685"
"MU","4319604","São Sepé (RS)","23621"
"MU","4319703","São Valentim (RS)","3299"
"MU","4319711","São Valentim do Sul (RS)","2242"
"MU","4319737","São Valério do Sul (RS)","2727"
"MU","4319752","São Vendelino (RS)","2243"
"MU","4319802","São Vicente do Sul (RS)","8721"
"MU","4319901","Sapiranga (RS)","81734"
"MU","4320008","Sapucaia do Sul (RS)","141075"
"MU","4320107","Sarandi (RS)","24489"
"MU","4320206","Seberi (RS)","10750"
"MU","4320230","Sede Nova (RS)","2907"
"MU","4320263","Segredo (RS)","7421"
"MU","4320305","Selbach (RS)","5100"
"MU","4320321","Senador Salgado Filho (RS)","2779"
"MU","4320354","Sentinela do Sul (RS)","5581"
